Normally Distributed Housefly Wing Lengths;;;
Sokal, R.R., and P.E.Hunter. 1955. ;;;
;;;
length (x.1mm);;;
36;;Bin;Frequency
37;;36-38;2
38;;38-40;4
38;;40-42;10
39;;42-44;15
39;;44-46;19
40;;46-48;19
40;;48-50;15
40;;50-52;10
40;;52-54;4
41;;54-56;2
41;;;
41;;;
41;;;
41;;;
41;;;
42;;;
42;;;
42;;;
42;;;
42;;;
42;;;
42;;;
43;;;
43;;;
43;;;
43;;;
43;;;
43;;;
43;;;
43;;;
44;;;
44;;;
44;;;
44;;;
44;;;
44;;;
44;;;
44;;;
44;;;
45;;;
45;;;
45;;;
45;;;
45;;;
45;;;
45;;;
45;;;
45;;;
45;;;
46;;;
46;;;
46;;;
46;;;
46;;;
46;;;
46;;;
46;;;
46;;;
46;;;
47;;;
47;;;
47;;;
47;;;
47;;;
47;;;
47;;;
47;;;
47;;;
48;;;
48;;;
48;;;
48;;;
48;;;
48;;;
48;;;
48;;;
49;;;
49;;;
49;;;
49;;;
49;;;
49;;;
49;;;
50;;;
50;;;
50;;;
50;;;
50;;;
50;;;
51;;;
51;;;
51;;;
51;;;
52;;;
52;;;
53;;;
53;;;
54;;;
55;;;
